wavelength_nm,mua
948,6.471700067635449
949,6.463031414493357
950,6.454545130411764
951,6.445961240094813
952,6.437390193188078
953,6.428929595926911
954,6.420235255964391
955,6.410928677760828
956,6.400935951587745
957,6.390333223897939
958,6.379492280058137
959,6.36875507569094
960,6.358048608528532
961,6.347269139098304
962,6.336604936998925
963,6.326129004498209
964,6.3151612654693166
965,6.30297735852534
966,6.289428859633787
967,6.274659753133258
968,6.259407719492335
969,6.2443572745317555
970,6.229386579350887
971,6.2142940452693844
972,6.199365439209437
973,6.184722600071675
974,6.169344299067988
975,6.15214063159383
976,6.132890057467655
977,6.111809667795211
978,6.090002714408438
979,6.068494875171245
980,6.047115371349228
981,6.025565088792805
982,6.004228028290012
983,5.983274968575247
984,5.961340685230797
985,5.93696899389215
986,5.9098758735597405
987,5.880354365074801
988,5.84983359327684
989,5.81966976274191
990,5.789791312993939
991,5.7598413027699
992,5.729749032711041
993,5.699586063293431
994,5.669706752428138
995,5.640181799473909
996,5.60966447214524
997,5.5778004125310625
998,5.54962219186234
999,5.526476542424578
1000,5.489579911579439
1001,5.424315962465071
1002,5.352867506249422
1003,5.299140942245353
1004,5.257137874315577
1005,5.216133761627184
1006,5.176404280014922
1007,5.1402375821964466
1008,5.10697151175335
1009,5.0754065899523555
1010,5.045144357936767
1011,5.015923169226463
1012,4.987227606971074
1013,4.958545719805801
1014,4.9296331886783955
1015,4.900350530331307
1016,4.870709972373214
1017,4.840753381958822
1018,4.810489473560677
1019,4.779920894289388
1020,4.749059174489979
1021,4.7179174702522015
1022,4.686506557410319
1023,4.654836776181611
1024,4.62291910457089
1025,4.590764637306191
1026,4.55838429822089
1027,4.525788979872474
1028,4.492989620609514
1029,4.459997167160929
1030,4.426822553985955
1031,4.393476713298324
1032,4.3599705805994144
1033,4.326315091992289
1034,4.292521182699085
1035,4.258599787780723
1036,4.224561842534163
1037,4.190418282299567
1038,4.156180042353845
1039,4.121858057962333
1040,4.087463264407325
1041,4.053006596974212
1042,4.018498990943801
1043,3.9839513815961003
1044,3.949374704212469
1045,3.9147798940743996
1046,3.880177886462523
1047,3.8455796166577785
1048,3.810996019943159
1049,3.776438031600329
1050,3.741916586903578
1051,3.707442621132208
1052,3.6730270695929668
1053,3.638680867573866
1054,3.604414950260529
1055,3.570240252908509
1056,3.536167711155457
1057,3.502208260378045
1058,3.468372834526947
1059,3.434672368526812
1060,3.4011178026241953
1061,3.367720073430722
1062,3.334490097696398
1063,3.301438805736964
1064,3.2685772019927506
1065,3.2359162402760537
1066,3.203466597762449
1067,3.1712391405739053
1068,3.1392457672546885
1069,3.1074968713329953
1070,3.075995793850445
1071,3.0447435178014404
1072,3.013738646478086
1073,2.9829793371823046
1074,2.952464342957566
1075,2.9221925258756163
1076,2.8921625883797297
1077,2.8623732036991463
1078,2.8328230878354224
1079,2.803510964617995
1080,2.774435546415491
1081,2.7455955434990624
1082,2.7169896692107796
1083,2.6886166374547247
1084,2.660475161312135
1085,2.6325639537136527
1086,2.604881727810403
1087,2.5774271967938627
1088,2.5501990737964295
1089,2.5231960719396893
1090,2.4964169043610576
1091,2.4698602842008466
1092,2.443524924595138
1093,2.417409538679226
1094,2.391512839589511
1095,2.3658335404626265
1096,2.3403703544350254
1097,2.315121994643018
1098,2.290087174222525
1099,2.2652646063098048
1100,2.240653004042857
1101,2.2162510805584756
1102,2.192057548986867
1103,2.1680711224627434
1104,2.1442905141454
1105,2.120714437177337
1106,2.0973416046093014
1107,2.0741707295547074
1108,2.0512005254694174
1109,2.0284297055753973
1110,2.0058569818165934
1111,1.9834810670098553
1112,1.9613006787416758
1113,1.9393145313408202
1114,1.9175213213355082
1115,1.8959197574119582
1116,1.8745086146889385
1117,1.8532866229109408
1118,1.8322522638928114
1119,1.8114042650667979
1120,1.7907425842644125
1121,1.7702677375272966
1122,1.7499812433383435
1123,1.7298848152179314
1124,1.709979944395123
1125,1.6902680814168465
1126,1.6707507363928085
1127,1.65142943033346
1128,1.6323056682894552
1129,1.6133809523906018
1130,1.594656789043123
1131,1.5761346854358784
1132,1.5578161476118664
1133,1.5397026814043773
1134,1.5217957929537438
1135,1.5040969884564828
1136,1.4866077740268129
1137,1.4693296557639164
1138,1.4522641397891287
1139,1.4354127322277463
1140,1.4187769391987501
1141,1.4023582668203185
1142,1.3861582212137336
1143,1.3701783084995274
1144,1.3544200347921351
1145,1.3388849062097885
1146,1.3235744288920133
1147,1.3084901089638896
1148,1.2936334524714246
1149,1.2790059655146069
1150,1.264609154488425
1151,1.2504445255863863
1152,1.236513583901074
1153,1.2228178352770136
1154,1.2093587896674267
1155,1.1961379542192438
1156,1.1831568207455405
1157,1.170416891532609
1158,1.157919726093472
1159,1.145666844854569
1160,1.1336595546692798
1161,1.121899308264096
1162,1.1103883554310192
1163,1.0991279652010169
1164,1.088114686495404
1165,1.0773433292802375
1166,1.066806467810189
1167,1.056496252484565
1168,1.0464053739925934
1169,1.0365266219034208
1170,1.0268526410159446
1171,1.017376049634269
1172,1.0080895048535679
1173,0.9989856708682754
1174,0.9900572014787892
1175,0.9812967485832654
1176,0.972696966864935
1177,0.9642505115167317
1178,0.9559500369853318
1179,0.9477881975808361
1180,0.9397576478133051
1181,0.9318510422293944
1182,0.9240610353221808
1183,0.9163802815749355
1184,0.9088014354852858
1185,0.9013171515534869
1186,0.8939200842759464
1187,0.8866028881483682
1188,0.8793582176674873
1189,0.8721787273302274
1190,0.8650570716332358
1191,0.857985905073109
1192,0.8509578821465179
1193,0.8439656573501468
1194,0.8370018851806597
1195,0.8300592201347177
1196,0.8231303167089868
1197,0.8162078294001346
1198,0.8092844127048263
1199,0.802352721119727
1200,0.7954054091415028
1201,0.78843513126682
1202,0.7814345419923442
1203,0.7743962958147406
1204,0.7673130472306753
1205,0.7601774507368141
1206,0.7529821608298229
1207,0.7457198320063673
1208,0.7383831187631127
1209,0.7383831187631127
1210,0.7383831187631127
1211,0.7383831187631127
1212,0.7383831187631127
1213,0.7383831187631127
1214,0.7383831187631127
1215,0.7383831187631127
1216,0.7383831187631127
1217,0.7383831187631127
1218,0.7383831187631127
1219,0.7383831187631127
1220,0.7383831187631127
1221,0.7383831187631127
1222,0.7383831187631127
1223,0.7383831187631127
1224,0.7383831187631127
1225,0.7383831187631127
1226,0.7383831187631127
1227,0.7383831187631127
1228,0.7383831187631127
1229,0.7383831187631127
1230,0.7383831187631127
1231,0.7383831187631127
1232,0.7383831187631127
1233,0.7383831187631127
1234,0.7383831187631127
1235,0.7383831187631127
1236,0.7383831187631127
1237,0.7383831187631127
1238,0.7383831187631127
1239,0.7383831187631127
1240,0.7383831187631127
1241,0.7383831187631127
1242,0.7383831187631127
1243,0.7383831187631127
1244,0.7383831187631127
1245,0.7383831187631127
1246,0.7383831187631127
1247,0.7383831187631127
1248,0.7383831187631127
1249,0.7383831187631127
