wavelength_nm,muafat_cm-1
839.0,0.007390000000000001
840.0,0.007259999999999999
841.0,0.00715
842.0,0.007029999999999998
843.0,0.006920000000000001
844.0,0.006849999999999999
845.0,0.00678
846.0,0.0066900000000000015
847.0,0.006610000000000001
848.0,0.006509999999999998
849.0,0.00643
850.0,0.006370000000000001
851.0,0.0063300000000000006
852.0,0.006319999999999999
853.0,0.00631
854.0,0.006329999999999999
855.0,0.006390000000000001
856.0,0.00647
857.0,0.00656
858.0,0.006620000000000001
859.0,0.006659999999999999
860.0,0.006740000000000001
861.0,0.006800000000000001
862.0,0.0069
863.0,0.007049999999999999
864.0,0.00724
865.0,0.0075099999999999984
866.0,0.007859999999999999
867.0,0.008220000000000002
868.0,0.0086
869.0,0.008989999999999998
870.0,0.009380000000000001
871.0,0.009790000000000002
872.0,0.010219999999999996
873.0,0.010740000000000003
874.0,0.01133
875.0,0.011980000000000001
876.0,0.012639999999999998
877.0,0.01345
878.0,0.0143
879.0,0.015270000000000002
880.0,0.01636
881.0,0.017519999999999994
882.0,0.01867
883.0,0.01992
884.0,0.021210000000000003
885.0,0.022619999999999998
886.0,0.02414000000000001
887.0,0.02581
888.0,0.027539999999999995
889.0,0.02932
890.0,0.03116
891.0,0.03305000000000001
892.0,0.034910000000000004
893.0,0.03674
894.0,0.038329999999999996
895.0,0.039830000000000004
896.0,0.04121
897.0,0.04256
898.0,0.04384
899.0,0.04506000000000001
900.0,0.046329999999999996
901.0,0.047659999999999994
902.0,0.04915
903.0,0.05078
904.0,0.052669999999999995
905.0,0.054720000000000005
906.0,0.05721000000000001
907.0,0.05994
908.0,0.06315999999999998
909.0,0.06663
910.0,0.07046000000000001
911.0,0.07438
912.0,0.07837000000000001
913.0,0.08234
914.0,0.08621000000000001
915.0,0.08994000000000002
916.0,0.09354000000000001
917.0,0.09682999999999999
918.0,0.1
919.0,0.10319999999999999
920.0,0.10650000000000003
921.0,0.1099
922.0,0.11329999999999998
923.0,0.11669999999999998
924.0,0.12000000000000001
925.0,0.12310000000000001
926.0,0.126
927.0,0.12819999999999995
928.0,0.12990000000000002
929.0,0.1307
930.0,0.13099999999999998
931.0,0.12990000000000002
932.0,0.1283
933.0,0.1253
934.0,0.12180000000000002
935.0,0.11750000000000002
936.0,0.11260000000000002
937.0,0.107
938.0,0.1008
939.0,0.09433000000000001
940.0,0.08753999999999999
941.0,0.08088000000000001
942.0,0.07446000000000003
943.0,0.06822
944.0,0.06249999999999999
945.0,0.057039999999999993
946.0,0.052340000000000005
947.0,0.04802000000000001
948.0,0.04445
949.0,0.04109
950.0,0.03799000000000001
951.0,0.03519
952.0,0.03274
953.0,0.030460000000000004
954.0,0.028519999999999997
955.0,0.026660000000000003
956.0,0.025039999999999993
957.0,0.02358
958.0,0.022419999999999995
959.0,0.021330000000000005
960.0,0.02047
961.0,0.019750000000000004
962.0,0.019170000000000003
963.0,0.018600000000000002
964.0,0.018080000000000002
965.0,0.01753
966.0,0.016929999999999997
967.0,0.01639
968.0,0.015889999999999998
969.0,0.015540000000000005
970.0,0.015280000000000002
971.0,0.015100000000000002
972.0,0.014910000000000001
973.0,0.01463
974.0,0.014310000000000003
975.0,0.014129999999999998
976.0,0.014080000000000004
977.0,0.01414
978.0,0.014210000000000002
979.0,0.01423
980.0,0.014169999999999995
981.0,0.01407
982.0,0.014059999999999998
983.0,0.0142
984.0,0.01441
985.0,0.014809999999999997
986.0,0.01524
987.0,0.01564
988.0,0.01607
989.0,0.01652
990.0,0.01716
991.0,0.017930000000000005
992.0,0.018910000000000003
993.0,0.019940000000000003
994.0,0.020869999999999993
995.0,0.021780000000000008
996.0,0.022719999999999997
997.0,0.02366
998.0,0.02464
999.0,0.025600000000000005
1000.0,0.02654
1001.0,0.02751
1002.0,0.028700000000000003
1003.0,0.029959999999999994
1004.0,0.03136
1005.0,0.03282
1006.0,0.034300000000000004
1007.0,0.035789999999999995
1008.0,0.03735
1009.0,0.038939999999999995
1010.0,0.04057
1011.0,0.04221999999999998
1012.0,0.04388
1013.0,0.04554
1014.0,0.04721999999999999
1015.0,0.048769999999999994
1016.0,0.05024
1017.0,0.05152000000000001
1018.0,0.05279
1019.0,0.05386000000000002
1020.0,0.05481
1021.0,0.05561
1022.0,0.05631
1023.0,0.05683
1024.0,0.057339999999999995
1025.0,0.05790000000000001
1026.0,0.058570000000000004
1027.0,0.059480000000000005
1028.0,0.0605
1029.0,0.061639999999999986
1030.0,0.06274
1031.0,0.06388999999999999
1032.0,0.06503
1033.0,0.06610000000000002
1034.0,0.06717000000000001
1035.0,0.06799
1036.0,0.06871
1037.0,0.06926
1038.0,0.0697
1039.0,0.07003999999999998
1040.0,0.07029
1041.0,0.07018
1042.0,0.06998
1043.0,0.06967000000000001
1044.0,0.06903999999999999
1045.0,0.06849999999999999
1046.0,0.06792000000000001
1047.0,0.06719
1048.0,0.06662000000000001
1049.0,0.06596
1050.0,0.06504000000000001
1051.0,0.06419
1052.0,0.06348000000000001
1053.0,0.06281
1054.0,0.06212000000000001
1055.0,0.06138999999999999
1056.0,0.060450000000000004
1057.0,0.059480000000000005
1058.0,0.058670000000000014
1059.0,0.05789
1060.0,0.057050000000000003
1061.0,0.05616000000000001
1062.0,0.05534
1063.0,0.05445000000000001
1064.0,0.05363999999999999
1065.0,0.05303
1066.0,0.052589999999999984
1067.0,0.052239999999999995
1068.0,0.0518
1069.0,0.05120999999999999
1070.0,0.050650000000000014
1071.0,0.050320000000000004
1072.0,0.05025
1073.0,0.05014999999999999
1074.0,0.05004999999999999
1075.0,0.04947
1076.0,0.04878
1077.0,0.048509999999999984
1078.0,0.048409999999999995
1079.0,0.04816000000000001
1080.0,0.048109999999999986
1081.0,0.048130000000000006
1082.0,0.04798000000000001
1083.0,0.048159999999999994
1084.0,0.04804
1085.0,0.04763
1086.0,0.047549999999999995
1087.0,0.047619999999999996
1088.0,0.04771
1089.0,0.04797
1090.0,0.048010000000000004
1091.0,0.047799999999999995
1092.0,0.04783000000000001
1093.0,0.04783000000000001
1094.0,0.0479
1095.0,0.04836999999999999
1096.0,0.04876000000000001
1097.0,0.04892
1098.0,0.04911
1099.0,0.049323311927984795
1100.0,0.04955963129913019
1101.0,0.04984455359430376
1102.0,0.05020367429437306
1103.0,0.05066258888020564
1104.0,0.05124689283266903
1105.0,0.05198218163263081
1106.0,0.05289405076095855
1107.0,0.054008095698519776
1108.0,0.055349911926182056
1109.0,0.05694509492481294
1110.0,0.058816191234913426
1111.0,0.060969706921760236
1112.0,0.0634068916774668
1113.0,0.06612899214520615
1114.0,0.06913725496815142
1115.0,0.0724329267894757
1116.0,0.0760172542523521
1117.0,0.0798914839999537
1118.0,0.08405686267545362
1119.0,0.08850698988260114
1120.0,0.09318213525504082
1121.0,0.09799985808324589
1122.0,0.10287763373956446
1123.0,0.10773293759634471
1124.0,0.11248324502593471
1125.0,0.11704603140068268
1126.0,0.1213387720929367
1127.0,0.12527894247504495
1128.0,0.12878401791935556
1129.0,0.1317714737982167
1130.0,0.13416911650463265
1131.0,0.136201955240828
1132.0,0.13842964164196014
1133.0,0.14142967934786227
1134.0,0.1457795719983676
1135.0,0.15205682323330943
1136.0,0.16083893669252092
1137.0,0.1727034160158353
1138.0,0.18822776484308584
1139.0,0.20797605914796113
1140.0,0.23185798597130905
1141.0,0.2588474918382355
1142.0,0.2878465593722105
1143.0,0.31775717119670377
1144.0,0.3475788803627404
1145.0,0.3769916899224785
1146.0,0.40596536969536345
1147.0,0.43447076023251646
1148.0,0.4624787020850587
1149.0,0.4899600358041115
1150.0,0.5168856019407961
1151.0,0.5432412469410048
1152.0,0.5690728408297158
1153.0,0.5944412595266774
1154.0,0.6194073789516384
1155.0,0.6440320750243483
1156.0,0.6683762236645553
1157.0,0.6925007007920089
1158.0,0.7164663823264574
1159.0,0.7403341441876501
1160.0,0.7641776758060079
1161.0,0.7881380784914103
1162.0,0.812378544046016
1163.0,0.8370622770854936
1164.0,0.8623524822255116
1165.0,0.8884123640817386
1166.0,0.9154051272698435
1167.0,0.9434939764054944
1168.0,0.9728421161043603
1169.0,1.00361275098211
1170.0,1.0359690856544113
1171.0,1.0700537243154282
1172.0,1.1056231086359964
1173.0,1.1420907214286207
1174.0,1.178858123966237
1175.0,1.215326877521782
1176.0,1.2508985433681927
1177.0,1.2849746827784052
1178.0,1.3169568570253563
1179.0,1.346246627381983
1180.0,1.3722607199163324
1181.0,1.3948521215324463
1182.0,1.4143650371949694
1183.0,1.4311698766359389
1184.0,1.445637049587392
1185.0,1.4581369657813656
1186.0,1.4690400349498967
1187.0,1.4787166668250225
1188.0,1.4875372711387804
1189.0,1.4958722576232069
1190.0,1.5040920360103396
1191.0,1.5125669524881216
1192.0,1.5215578032240855
1193.0,1.5309910788991499
1194.0,1.5407297260985213
1195.0,1.550636691407407
1196.0,1.5605749214110138
1197.0,1.570407362694549
1198.0,1.5799969618432192
1199.0,1.589206665442232
1200.0,1.597899420076794
1201.0,1.6059381723321116
1202.0,1.6131858687933927
1203.0,1.619505456045844
1204.0,1.6247598806746724
1205.0,1.6288120892650846
1206.0,1.631525028402288
1207.0,1.6327616446714899
1208.0,1.6323848846578963
1209.0,1.6302576949467147
1210.0,1.6262430221231523
1211.0,1.620203812772416
1212.0,1.6120030134797125
1213.0,1.601503570830249
1214.0,1.5935625840803052
1215.0,1.5935625840803052
1216.0,1.5935625840803052
1217.0,1.5935625840803052
1218.0,1.5935625840803052
1219.0,1.5935625840803052
1220.0,1.5935625840803052
1221.0,1.5935625840803052
1222.0,1.5935625840803052
1223.0,1.5935625840803052
1224.0,1.5935625840803052
1225.0,1.5935625840803052
1226.0,1.5935625840803052
1227.0,1.5935625840803052
1228.0,1.5935625840803052
1229.0,1.5935625840803052
1230.0,1.5935625840803052
1231.0,1.5935625840803052
1232.0,1.5935625840803052
1233.0,1.5935625840803052
1234.0,1.5935625840803052
1235.0,1.5935625840803052
1236.0,1.5935625840803052
1237.0,1.5935625840803052
1238.0,1.5935625840803052
1239.0,1.5935625840803052
1240.0,1.5935625840803052
1241.0,1.5935625840803052
1242.0,1.5935625840803052
1243.0,1.5935625840803052
1244.0,1.5935625840803052
1245.0,1.5935625840803052
1246.0,1.5935625840803052
1247.0,1.5935625840803052
1248.0,1.5935625840803052
1249.0,1.5935625840803052
1250.0,1.5935625840803052
